Solver Configuration,LTL,Instance,Result Code,Wall Time
BSaLTic-EHf,safety,krebs.2_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.2_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.2_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.2_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.2_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.2_k200.dimacs,UNSAT,6532.19
MapleCOMSPS,safety,krebs.2_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.2_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.2_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.2_k2000.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,safety,krebs.2_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.2_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.2_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.2_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.2_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.2_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.2_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.2_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.2_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,krebs.2_reactivity_0.smv_k100.dimacs,UNSAT,7152.87
BSaLTic-EHf,reactivity,krebs.2_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,krebs.2_reactivity_0.smv_k100.dimacs,UNSAT,921.67
MapleCOMSPS,reactivity,krebs.2_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,krebs.2_reactivity_0.smv_k40.dimacs,UNSAT,26.0
BSaLTic-EHf,reactivity,krebs.2_reactivity_0.smv_k40.dimacs,UNSAT,25.76
Kissat,reactivity,krebs.2_reactivity_0.smv_k40.dimacs,UNSAT,25.6564
MapleCOMSPS,reactivity,krebs.2_reactivity_0.smv_k40.dimacs,UNSAT,31.85
BSaLTic-DHf,reactivity,krebs.2_reactivity_0.smv_k80.dimacs,UNSAT,493.73
BSaLTic-EHf,reactivity,krebs.2_reactivity_0.smv_k80.dimacs,UNSAT,437.93
Kissat,reactivity,krebs.2_reactivity_0.smv_k80.dimacs,UNSAT,605.335
MapleCOMSPS,reactivity,krebs.2_reactivity_0.smv_k80.dimacs,UNSAT,532.49
BSaLTic-DHf,persistence,krebs.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.2_recurrence_0.smv_k100.dimacs,UNSAT,884.828
MapleCOMSPS,persistence,krebs.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,krebs.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,krebs.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.2_recurrence_0.smv_k80.dimacs,UNSAT,1165.75
BSaLTic-EHf,persistence,krebs.2_recurrence_0.smv_k80.dimacs,UNSAT,1548.56
Kissat,persistence,krebs.2_recurrence_0.smv_k80.dimacs,UNSAT,362.383
MapleCOMSPS,persistence,krebs.2_recurrence_0.smv_k80.dimacs,UNSAT,1759.47
BSaLTic-EHf,guarantee,krebs.2_safety_0.smv_k100.dimacs,SAT,11.15
BSaLTic-DHf,guarantee,krebs.2_safety_0.smv_k100.dimacs,SAT,11.11
Kissat,guarantee,krebs.2_safety_0.smv_k100.dimacs,SAT,4.33911
MapleCOMSPS,guarantee,krebs.2_safety_0.smv_k100.dimacs,SAT,11.02
BSaLTic-EHf,guarantee,krebs.2_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,krebs.2_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,krebs.2_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.01
MapleCOMSPS,guarantee,krebs.2_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k100.dimacs,UNSAT,7096.3
Kissat,safety,krebs.3_guarantee_0.smv_k100.dimacs,UNSAT,1434.74
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_guarantee_0.smv_k200.dimacs,UNSAT,7111.65
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k80.dimacs,UNSAT,393.47
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k80.dimacs,UNSAT,481.86
Kissat,safety,krebs.3_guarantee_0.smv_k80.dimacs,UNSAT,506.073
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k80.dimacs,UNSAT,560.92
BSaLTic-DHf,safety,krebs.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_k1400.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_k1400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_k2000.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,safety,krebs.3_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.3_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.3_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.3_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.3_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,krebs.3_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,krebs.3_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,krebs.3_reactivity_0.smv_k100.dimacs,UNSAT,1391.05
MapleCOMSPS,reactivity,krebs.3_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,krebs.3_reactivity_0.smv_k40.dimacs,UNSAT,29.72
BSaLTic-EHf,reactivity,krebs.3_reactivity_0.smv_k40.dimacs,UNSAT,34.7
Kissat,reactivity,krebs.3_reactivity_0.smv_k40.dimacs,UNSAT,20.3732
MapleCOMSPS,reactivity,krebs.3_reactivity_0.smv_k40.dimacs,UNSAT,25.63
BSaLTic-DHf,reactivity,krebs.3_reactivity_0.smv_k80.dimacs,UNSAT,912.03
BSaLTic-EHf,reactivity,krebs.3_reactivity_0.smv_k80.dimacs,UNSAT,947.56
Kissat,reactivity,krebs.3_reactivity_0.smv_k80.dimacs,UNSAT,538.613
MapleCOMSPS,reactivity,krebs.3_reactivity_0.smv_k80.dimacs,UNSAT,542.05
BSaLTic-DHf,persistence,krebs.3_recurrence_0.smv_k100.dimacs,UNSAT,6796.23
BSaLTic-EHf,persistence,krebs.3_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.3_recurrence_0.smv_k100.dimacs,UNSAT,754.15
MapleCOMSPS,persistence,krebs.3_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.3_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.3_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.3_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,krebs.3_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.3_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.3_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.3_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,krebs.3_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,krebs.3_safety_0.smv_k100.dimacs,SAT,16.22
BSaLTic-DHf,guarantee,krebs.3_safety_0.smv_k100.dimacs,SAT,10.85
Kissat,guarantee,krebs.3_safety_0.smv_k100.dimacs,SAT,15.2237
MapleCOMSPS,guarantee,krebs.3_safety_0.smv_k100.dimacs,SAT,11.2
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_guarantee_0.smv_k100.dimacs,UNSAT,2166.51
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.01
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k80.dimacs,UNSAT,1153.22
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k80.dimacs,UNSAT,1669.83
Kissat,safety,krebs.4_guarantee_0.smv_k80.dimacs,UNSAT,1124.06
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k80.dimacs,UNSAT,1148.03
BSaLTic-DHf,safety,krebs.4_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.4_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_k100.dimacs,UNSAT,1479.1
MapleCOMSPS,safety,krebs.4_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.4_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_k1400.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_k1400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.4_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,krebs.4_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,krebs.4_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,krebs.4_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,krebs.4_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,krebs.4_neg.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,krebs.4_neg.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,krebs.4_neg.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,krebs.4_neg.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,krebs.4_reactivity_0.smv_k80.dimacs,UNSAT,1326.65
BSaLTic-EHf,reactivity,krebs.4_reactivity_0.smv_k80.dimacs,UNSAT,1429.54
Kissat,reactivity,krebs.4_reactivity_0.smv_k80.dimacs,UNSAT,985.224
MapleCOMSPS,reactivity,krebs.4_reactivity_0.smv_k80.dimacs,UNSAT,1431.27
BSaLTic-DHf,persistence,krebs.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,krebs.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,krebs.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,krebs.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,krebs.4_recurrence_0.smv_k80.dimacs,UNSAT,5188.58
BSaLTic-EHf,persistence,krebs.4_recurrence_0.smv_k80.dimacs,UNSAT,3967.19
Kissat,persistence,krebs.4_recurrence_0.smv_k80.dimacs,UNSAT,631.353
MapleCOMSPS,persistence,krebs.4_recurrence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,krebs.4_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,krebs.4_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,krebs.4_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,krebs.4_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,krebs.4_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,krebs.4_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,krebs.4_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.01
MapleCOMSPS,guarantee,krebs.4_safety_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,krebs.4_safety_0.smv_k80.dimacs,SAT,10.93
BSaLTic-DHf,guarantee,krebs.4_safety_0.smv_k80.dimacs,SAT,10.16
Kissat,guarantee,krebs.4_safety_0.smv_k80.dimacs,SAT,6.63073
MapleCOMSPS,guarantee,krebs.4_safety_0.smv_k80.dimacs,SAT,15.23
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k200.dimacs,UNSAT,4287.4
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k40.dimacs,UNSAT,146.299
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k80.dimacs,UNSAT,3751.75
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lamport_nonatomic.4_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lamport_nonatomic.4_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lamport_nonatomic.4_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,lann.1_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,lann.1_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,lann.1_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,lann.1_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,lann.1_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,lann.1_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,lann.1_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,lann.1_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k100.dimacs,UNSAT,2225.26
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k80.dimacs,UNSAT,770.38
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,lann.2_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,lann.2_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,lann.2_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,lann.2_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,lann.3_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,lann.3_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,lann.3_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,lann.3_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k40.dimacs,UNSAT,4320.02
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k40.dimacs,UNSAT,2612.23
Kissat,recurrence,lann.4_persistence_0.smv_k40.dimacs,UNSAT,214.177
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k40.dimacs,UNSAT,6175.59
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
